Passion,0.09143462471646384,#85766a,#3f4c50,#8b9b9b,#5c5245,#2b718a,#c9d5c9,#637175,#6b4520,#353128,#234e67,#45929e,#9fb7ae,#9c9085,#4e5e65,#293a42,#492b19,#6d6257,#4b4133,#6aa6a7,#758588
The Purge,0.06156004707357728,#928772,#37372c,#c19a62,#e9eee7,#60807b,#69523a,#503f29,#c8caba,#5c5f55,#8ca19d,#1d6c2c,#484941,#a97123,#215b69,#163842,#743f10,#b5ab93,#412b14,#7f6d58
San Andreas,0.11853465420575401,#454945,#9ca4a5,#7f6b58,#e0e3df,#413327,#544538,#8f918b,#cccdc6,#313330,#727570,#7b2c28,#b1afa5,#bcbdb5,#51544f,#5b5f5a,#8b8272,#3d3e39,#676965,#7c8282,#695846
Lucy,0.11335783694846163,#1b4769,#9bc9dc,#82695a,#8f9499,#4c3d35,#e9efe7,#466685,#695140,#142435,#a5aeb4,#4f2f16,#caa98e,#414a57,#1e7ec4,#747a83,#a28571,#5e5f66,#d1cfc9,#a1611c,#6c91b2
Sicario,0.1604386811147167,#637370,#9c977f,#c8c4b0,#c5b493,#435153,#9d7641,#734319,#b3a380,#403d35,#adb09e,#785c42,#878472,#626055,#164153,#472d1b,#dfd6bd,#a28c66,#7c725e,#584c3d,#839e9b
The Revenant,0.12910692259207449,#4a575f,#87979f,#c8c9c9,#29333b,#fefefe,#60737d,#9ba7ad,#546670,#6d4111,#3a4b56,#b1b7ba,#472206,#313f48,#7a8b93,#e9e8e3,#142e3b,#3c5c6c,#9e6f3a,#6d7f88
World War Z,0.13385420094704348,#315052,#879a94,#736d5f,#eaf3e9,#695b45,#b1c4b9,#871c13,#b47134,#556059,#394037,#a1967f,#1f3739,#d0b285,#497174,#71827c,#4e412c,#a5afa0,#d3d7c6,#41170e,#8c7f6c
Wrath of the Titans,0.19916492784247344,#fdfdfc,#9a7144,#b8bcb4,#5a3518,#746851,#824f20,#dc9829,#b09f85,#9b0e14,#bc5525,#e0ba8a,#5b513b,#92836b,#c18f5d,#29a2d0,#e2dccc,#85a0a2,#2a5b5c,#3e3d30,#372614
Deadpool,0.1116046706252645,#363d44,#d7d7d8,#888a8f,#730b31,#6f7880,#acb1b8,#5c646c,#b50003,#844c27,#45080f,#48515a,#cfaf83,#604643,#780202,#83645f,#979ea6,#b98d45,#bfc2c9,#4e2b26
Manhattan Night,0.07288835329065382,#6b4327,#85847c,#c4af92,#474f52,#b9c4c1,#8f775b,#19384c,#524333,#618f9e,#3a647a,#3a2011,#665643,#393834,#a89173,#865f3c,#4d311c,#6e695f,#e5e4db,#9fa19d,#7f1018
Jason Bourne,0.09783330354228964,#7c878c,#b1bcbe,#4b535a,#ebeceb,#29688c,#a6672f,#13243c,#743914,#133e6a,#606d75,#97a3a7,#402617,#6a5245,#cfb994,#409bbf,#896f5e,#b2906c,#d1d4d1,#4f3c31,#323c47
The Age of Adaline,0.09938965055321274,#999b9f,#61512c,#4b3b1e,#eeeeef,#a38e73,#bebec1,#686b69,#32342a,#8a7455,#afb0b2,#785f3f,#342710,#2c5869,#43453b,#143037,#808281,#58564f,#d3d3d6,#628ba7,#ceac92
Whiplash,0.16675589450626624,#f8f8f8,#9e6824,#a4a878,#c1c5c0,#3e3918,#206c4e,#acb0ac,#7c4311,#636e57,#c6a24c,#d7c885,#d6d8cf,#422107,#8b8851,#7e9386,#655c29,#1f3727,#5c2f0b,#434c3a,#e7e6e3
Split,0.06101715779909727,#9b846b,#34434c,#abc1c5,#725230,#8ea9b0,#4a5a62,#493c2f,#7e7060,#6a5c4e,#7b878a,#aa9f8f,#ecf1ec,#584a3c,#3c3025,#c8bca6,#607077,#d0d8d4,#223038
Joker,0.08476000042838892,#b8b184,#37433d,#737c61,#c4d6b6,#78603e,#45a996,#554b30,#80c8ad,#a3835e,#138082,#e6e8df,#6b3614,#4f6251,#ae431a,#8d9d7d,#0d575c,#07353f,#402f1c,#a6891c
Oldboy,0.10609241743411922,#b3ac85,#48746a,#594420,#a18f5b,#e9e7c3,#113d3c,#63968c,#625e46,#b4d0ba,#333321,#919780,#747a66,#195d5c,#424a3c,#8fb8a8,#cec79b,#735f27,#877742,#bfb631,#452f11
Avengers - Endgame,0.05941176121660784,#506072,#cdcecb,#342924,#144b4a,#0f3635,#67788b,#847256,#3b495d,#f0ecec,#572f1a,#36bdb0,#268a7f,#a9acb0,#7f8fa2,#2b3444,#655741,#1b6862,#a49474,#473f37
A Simple Favor,0.15911878287384817,#d8e6df,#4e342a,#7b6256,#99a19a,#b6b9a2,#4e5755,#606865,#879f40,#3e4343,#828c89,#1b4c5c,#c2d4c7,#a0c2c0,#3c511b,#f0f5ef,#3a9ba2,#988472,#5f4b40,#727976,#64712f
Batman V Superman - Dawn of Justice,0.11685209444630122,#a57e51,#c6cbb9,#474843,#b3b2a0,#707268,#4d3523,#68492c,#84867a,#4e6366,#615c51,#c5a06e,#e3e3c8,#648c8f,#223741,#876138,#979b8e,#8db2ae,#337a84,#36342e,#dfc898
Contagion,0.12533050038491514,#8c9d85,#a8681a,#b0f1ee,#454d3b,#698271,#423217,#8fc7d2,#eced98,#294457,#6c6a47,#714615,#f1fbee,#5caee9,#3d0d14,#a59854,#263331,#73a2a8,#aebe9f,#47749a,#7e1517
Criminal,0.1486835988406792,#c1d1c0,#53584c,#b8964f,#d7e8d3,#9c9d88,#778a85,#796448,#e0c487,#1a3c44,#482e1a,#a8b8a7,#3f757a,#8b8269,#63492f,#9cd9d6,#eff8ee,#55a8b0,#424337,#26595e,#6a7163
Don Jon,0.08461284848014673,#876f57,#bbc0c0,#4b3625,#b9aa98,#0c1938,#f6fbf4,#585651,#b08b60,#5d4735,#2a3c64,#313332,#929691,#795741,#d9db77,#424441,#392617,#7d7d77,#dce3d7,#686863
Free Guy,0.1356014949296589,#545e68,#aba19a,#42474c,#eef0ec,#5c7c96,#0e324f,#9e705b,#747172,#650489,#19587d,#8c4725,#8c8987,#e9c490,#38221b,#6b574c,#849eb4,#d69c47,#2c3033,#cdd4d5,#adbac1
Her,0.1393162919975942,#cbd3ab,#706045,#55412a,#8f8262,#d1b382,#adaa86,#8c231c,#515345,#342615,#bbc5a4,#635036,#c9c197,#54160f,#d6e4c3,#9f9672,#3c3f33,#44321e,#b53729,#6c705e,#827150
Knives Out,0.08745124168828768,#3c3a2f,#899593,#e1ebdc,#515f63,#d3cd98,#774f30,#9b6a3a,#937f66,#44251a,#e7c330,#32424c,#c4d1c6,#6d7979,#821e2c,#a8b1a8,#5c3a25,#525042,#736751,#b2a077
Lion,0.08203553989974119,#293437,#998a7e,#596e76,#beb8ae,#534134,#63615e,#3f342c,#7e8a8b,#704d17,#534f4b,#21444c,#846c56,#3f545d,#6d5645,#3f4141,#7b7670,#d4cec7,#472a14,#a69f97
Midway,0.14058950172938334,#2c383e,#88928e,#bac9c4,#616b6a,#7c0214,#544f41,#95a5a4,#e9eee9,#918b72,#3b484d,#7b7560,#747f7c,#aab6b0,#443e33,#d2c7a8,#4d595b,#aca38a,#d3dbd5,#68604e
Nightcrawler,0.08523802365082157,#235267,#868987,#dad8d9,#5c5e5e,#543928,#a0a19e,#c3184b,#75593c,#bfbdbb,#172c41,#717370,#4c4c46,#39261b,#d1a86a,#7caebf,#f7f5f3,#6f0918,#383734,#2e859c,#997c51
The Danish Girl,0.07588581237454042,#898280,#575155,#dcc9c0,#6c605e,#64451d,#84655b,#37393f,#0e2c3d,#5e463e,#b8aba4,#46454b,#4c3a33,#595e6b,#705349,#a0928a,#786f6e,#412e23,#93796d,#1f4860
The Hunger Games,0.07225256173700637,#d4a719,#656968,#2d4448,#87a098,#165d63,#0d3a43,#554e4c,#537f41,#561b0b,#658c84,#a8b4a7,#3f3736,#325d2b,#86807a,#975b11,#447778,#103f1b,#721049,#3d5d5f,#d0d0bb
Transcendence,0.12022864232315536,#adb0ae,#654736,#c1bfba,#0d333f,#6a9192,#1a8c81,#362114,#989ea0,#3e4245,#dad0c6,#10585c,#7c5e4a,#6f7174,#b39f8b,#bc7820,#8e8884,#907461,#595758,#4e3324,#496573
Captain Fantastic,0.11637208056440586,#1d2e3c,#c5c1c2,#574c41,#71757c,#8b6c57,#888f9a,#ded8d5,#394751,#3f3b2e,#daae8d,#5d3827,#764e3b,#452419,#9e826e,#715f51,#ac978c,#f4f0f0,#505f6c,#5f6e2b,#ababb0
127 Hours,0.15875230107948649,#9b6130,#3a1f0d,#b2b6b4,#107394,#3d3a3d,#d7994d,#80766d,#7b431c,#7cb6dc,#e0c793,#8f959c,#ecf5f5,#592f15,#bf7a38,#b99773,#56829e,#123d5d,#ecbd61,#1ca8c1,#4f5869
