Steve Jobs,0.07175473219549888,#808588,#6e574d,#373c40,#e0e1e2,#a1a09d,#0f3143,#1183a7,#372317,#6096ae,#155069,#967362,#792419,#56453d,#79b5d1,#45332a,#b9c3c4,#4c6f81,#6d6c6c,#4b5258
Sully,0.10447284293808964,#938c89,#5b6b76,#bac5ca,#3e4952,#a5b1b8,#6e625b,#435b6a,#6e7d89,#939fa8,#dae2e7,#594d47,#352e2a,#473e39,#b4213d,#2e3942,#7d909d,#51575d,#7d7672,#c8ae9a,#3b6f8d
Tag,0.12193408538825436,#979079,#655f54,#d31432,#f6e2ac,#b5b8b5,#37382f,#bb8065,#81786c,#553028,#fbf8f4,#7f909a,#aba490,#d5bf8d,#556d77,#4c503d,#324c55,#6d8a3d,#8f614e,#6f473a,#d7d4d2
Ted 2,0.21799406599842544,#71742f,#bea88f,#392a17,#5d6a77,#a3a8b3,#40454d,#fdfefd,#0a9104,#8c929d,#d8dde4,#7b6a5f,#183248,#51412f,#204d75,#c2c3c7,#675347,#54585f,#323334,#958375,#5280b0
TENET,0.14183268804342086,#e8cd39,#8ba28e,#5b6656,#f0edd1,#c1c7a3,#443922,#7a7559,#224642,#663f0c,#444f40,#8d8b6c,#b9921b,#688376,#8c6711,#a3a07b,#655437,#b2b48f,#336766,#4a1108,#2a352a
The Accountant,0.05768239047228749,#233239,#79888a,#d7d4cd,#4b5d63,#234551,#342e27,#bab9b3,#5a4f47,#887a6e,#9c9c97,#463c34,#6f645c,#143946,#325762,#587178,#0d2935,#37454a,#4b3010,#856023
The Batman,0.03410355444467188,#95816c,#9b0003,#edeae2,#500103,#5c554f,#750104,#ab632c,#cabdaf,#6a7b89,#786959,#4a3218,#d00008,#224f69,#47423c,#ae9c8b,#70451f
The Departed,0.10218328648531995,#6f7272,#c8cbca,#959ea8,#6d4c38,#38261e,#53372a,#eff3f3,#2e759a,#9b8069,#cc8633,#22455d,#8b8c88,#cba888,#5c5f5c,#494c46,#87624a,#abb5ba,#d3e0e4,#69849e,#373a35
The Dictator,0.15712204066067514,#8b836b,#3d2c12,#6b512a,#3f6333,#bcd1c3,#977644,#82530f,#7a7053,#8e9e93,#b5730d,#bba583,#2a5754,#4d4b34,#846435,#363e27,#a7825c,#635f44,#ab9175,#11332f,#c3bba2
The Girl With The Dragon Tattoo,0.06579663121810228,#5d8099,#3f3e24,#d2e5da,#566358,#85773b,#a0bcbd,#554008,#365261,#394842,#aa9e5a,#352d0b,#d6d593,#745d14,#1a3545,#6e7e76,#7b9ba5,#49697c,#575432
The Grand Budapest Hotel,0.0791993951643922,#34201e,#dd9982,#863e28,#78717b,#ac6756,#e7b1a6,#b2181b,#382d42,#b6b1b4,#b57e7d,#4c2d27,#682d1a,#a3543c,#455668,#850d11,#83524c,#481c12,#653d3a,#c87d60,#8b98a7
The Great Gatsby,0.11125450144890078,#a69f92,#4d534c,#c5cdc8,#866d58,#453425,#829494,#f3f8ef,#928677,#9bb2b6,#f4ef31,#dae3de,#705943,#ceb66f,#aa8c53,#3c413a,#6f7c76,#5f675f,#f0e59c,#bdb7aa,#5a4533
The Hobbit - The Battle of the Five Armies,0.08234709006820992,#836f61,#9edcef,#3d1f0e,#d1cfcb,#675649,#a9b9bf,#909da1,#483e34,#eaebe7,#a08a7b,#303d40,#a55817,#758387,#5c686b,#6f3411,#c6ac97,#d7913c,#465052
The Intern,0.18965003845043252,#383a47,#c4b8bd,#79747a,#e3e3e4,#734f47,#9b969f,#39201b,#50515b,#a07970,#68362f,#686267,#544640,#afa5ad,#ba920d,#8b605a,#f3f4f4,#49332a,#bc9585,#8c858d,#d2cfd3
The Judge,0.08983343419793266,#81908e,#4b5b5e,#b1afa6,#29383b,#8c7b65,#98a29f,#5f5043,#6e685e,#e0d2ca,#226066,#4d7274,#463c30,#13444e,#3a494c,#6b7f7f,#c8c2b8,#a39180,#0b3037
The Last Samurai,0.07090329152620281,#ecefea,#506075,#424a52,#708cd3,#444432,#b7822e,#161d3d,#546ab3,#324274,#360501,#9fa3a4,#41539a,#72745e,#5c5d46,#918f74,#747f91,#b8c2cf,#252f54,#f1e273,#661203
The Magnificent Seven,0.14165543110218443,#3d2e1b,#8f8d71,#c7b890,#686247,#adb49e,#503f26,#8e7d50,#4f6a5d,#dcd2b9,#b3a37a,#4e523e,#628d83,#354032,#826938,#f6f6f6,#75765f,#aa8f5c,#95a18c,#c4c8b2,#69502d
The Man From U.N.C.L.E.,0.0829831738941146,#959e8d,#47301a,#4b5b56,#897354,#dcd4b8,#2a4a4a,#327a75,#bcb99f,#9f8d6d,#820202,#494538,#657164,#b2a689,#0b383a,#78897a,#2e3530,#654525,#6f5a40,#bd8e2c
The Martian,0.0965443861694734,#1b2c4d,#dcd3c8,#967b69,#9b542f,#60483a,#62686c,#4c5155,#d7b98f,#b19783,#f3f1eb,#8e9aa9,#b0b6bf,#823e20,#bf8147,#335984,#5a2d1a,#3c1c11,#3b3c3b,#7c6050,#777f88
The Meg,0.1061069049521654,#4f7f84,#cbd2cd,#495253,#8f9792,#0b2f39,#0b4954,#2c5057,#e3e8e2,#765240,#b3bfbd,#213c44,#0d717b,#97afae,#3b3f40,#797f7a,#699c9e,#4e2b23,#5e6766,#d5a066,#39676d
The Shallows,0.14801513397036828,#4b7469,#9dbda5,#3a463c,#7bb9a9,#7a684d,#085348,#0c6a5d,#d4d9c8,#5f4d35,#41311e,#769582,#23564a,#436256,#b3c9b2,#074038,#8ca691,#a38c68,#25342b,#518d84,#67806f
The Truman Show,0.07766063804556315,#42070d,#706b75,#474347,#ecedf1,#69433d,#aca6ae,#8a838f,#7e5853,#38466d,#6f131a,#a7392d,#313035,#4a332d,#5a555d,#7b97c3,#cac6ce,#c29385,#1e2f54,#9d6e68,#4b589d
The Water Diviner,0.10247438739732229,#d0d4c6,#453d2d,#b18a50,#603b12,#689092,#3b2d1c,#7c4e17,#97b2ae,#314857,#63645a,#142b34,#a59775,#157a82,#cd9f67,#7e6339,#a8600f,#9e743b,#351d08,#cbb696,#8d7d5b
The Way Back,0.07613208386438959,#8f928f,#383936,#d5cec1,#6a6255,#bdb9b2,#453126,#3b494c,#7e8181,#595248,#666e72,#7e7363,#a2a7a8,#4c443b,#4d5c61,#4c131b,#1f3138,#b0a28c,#e9e4da
The Wolf of Wall Street,0.25606979467642255,#754a38,#a2b5bc,#feba11,#2b3236,#9e8373,#cedada,#61696e,#55433a,#a3a4a0,#4e565a,#8d6c5c,#3a4348,#c4bcae,#412f26,#b6c9cd,#ce9b1d,#735a4f,#b19b87,#858e92,#dfeff6
"Three Billboards Outside Ebbing, Missouri",0.08470127472759868,#3e412f,#b0ae9f,#ad2138,#777a6f,#844932,#e5eadf,#5b5537,#7f161b,#979585,#ccc8ba,#dc941c,#5d3921,#777142,#626158,#17323c,#56141a,#958559,#3c5152,#402d18,#ab0e24
Top Gun - Maverick,0.20139132184458805,#c1cba5,#203333,#7b5d2a,#688584,#b3bc99,#507072,#909276,#324647,#a0c3b7,#89b1ae,#cfe4cc,#997f50,#5e583f,#a4ab8d,#3b5a5e,#3b3220,#baa26d,#51442c,#b6d5c4,#736f53
Troy,0.11894805873610254,#503229,#d4d6c0,#736c6f,#3a241f,#5f5556,#9dc2ed,#284655,#858691,#f2fcf6,#dc7e3d,#9e7a65,#3e637f,#d0b78f,#4c4243,#7196d7,#f9ed98,#a4aeb8,#6e4536,#86604e,#b5977c
Us,0.12720591330881548,#99978a,#68665d,#d3ccb7,#442f19,#baa884,#544f44,#fefefe,#ba7c26,#bfb9a6,#7c7f76,#2d9e9d,#a18a6a,#5d4328,#3d3a34,#6d0b0f,#acaa9c,#887254,#75593c,#234650
V For Vendetta,0.08404981574072773,#a98b70,#5a5142,#f0d579,#7599a9,#f2d628,#144757,#5d020a,#f5f7f4,#8a684b,#7bc1ce,#0d2c35,#19829e,#d7dad0,#bd831b,#667980,#7f4319,#3b5f6b,#bcafa0,#2e3b38,#4b311c
War of the Worlds,0.13765471123859957,#655e54,#a3a9a9,#f4efec,#462719,#6e7f87,#a2c6cf,#78a3b3,#226078,#8c918f,#42535b,#173e51,#3a8aa4,#817869,#51453a,#b99a78,#d3dcd9,#576972,#8f5620,#343f43,#c5c2ba
Wonder Woman 1984,0.13703871005373663,#abab83,#566c6e,#ecfadb,#414f4a,#c3e3c5,#787e62,#9ebbb5,#13616c,#5e4328,#173a43,#e5e4b0,#7a9491,#c6c69a,#626249,#363b31,#620b17,#229f9f,#98926b,#8f6c43,#3d2615
Wonder Woman,0.1049016450427225,#79938a,#123e43,#a5c4b6,#5c574b,#ab8b62,#402b16,#15747e,#dcdbbe,#91642f,#6aafae,#97aa9c,#747365,#3e6562,#dbbd7c,#624420,#27a5a8,#508584,#3b443e,#dca01e,#13565d
Logan,0.12576429197921915,#3f2819,#b2c7c1,#665c48,#edf1e7,#606f70,#8f765a,#7c8c8e,#193740,#d2b491,#444d4b,#efd7b2,#8fabac,#8b5532,#3c3c31,#d09129,#2d5770,#810504,#af9275,#ccdfd8,#5d4027
12 Years A Slave,0.12312439172536166,#7d7f71,#464539,#baba8e,#75583e,#39372d,#edf3e9,#60604f,#a2a38d,#d8e3ce,#4e5449,#5b4028,#a9b8aa,#8e8358,#7e9898,#736f5c,#959378,#5a6a67,#293e40,#c4cdb5,#402b1a
Shame,0.05597126753481351,#5b736a,#a4a694,#343b36,#3e2c13,#cec9ad,#7c5020,#15414f,#f3e8cb,#9c7342,#20707a,#888373,#72624f,#622708,#74998a,#3d1304,#564121,#39505c,#c89875,#4c5547
La La Land,0.06097869371516232,#66191d,#8c8fa0,#23098b,#595c68,#97726b,#123b53,#443e43,#e9e8e5,#cb9b4c,#cec3bd,#3c1211,#312b71,#9d591c,#0e073b,#4917ad,#130d5b,#6e778a,#a5a3ae,#22728d,#714a44
